schedule,mdrm,caption
RCO,RCONM986,2YR PRB DFLT 1-4 FM 1ST LN 18-20 PCT
RCO,RCONM987,2YR PRB DFLT 1-4 FM 1ST LN 20-22 PCT
RCO,RCONM988,2YR PRB DFLT 1-4 FM 1ST LN 22-26 PCT
RCO,RCONM989,2YR PRB DFLT 1-4 FM 1ST LN 26-30 PCT
RCO,RCONM990,2YR PRB DFLT 1-4 FM 1ST LN >30 PCT
RCO,RCONM991,2YR PRB DFLT 1-4 FM 1ST LN UNSCORE
RCO,RCONM992,2YR PRB DFLT 1-4 FM 1ST LN TOTAL
RCO,RCONM993,2YR PRB DFLT 1-4 FM 1ST LN PD DRVED
RCO,RCONM994,2YR PRB DFLT 1-4 FM JNR LN LE 1 PCT
RCO,RCONM995,2YR PRB DFLT 1-4 FM JNR LN 1-4 PCT
RCO,RCONM996,2YR PRB DFLT 1-4 FM JNR LN 4-7 PCT
RCO,RCONM997,2YR PRB DFLT 1-4 FM JNR LN 7-10 PCT
RCO,RCONM998,2YR PRB DFLT 1-4 FM JNR LN 10-14 PCT
RCO,RCONM999,2YR PRB DFLT 1-4 FM JNR LN 14-16 PCT
RCB,RCONMG95,Amortized cost of available-for-sale
RCM,RCONMM07,Estimated number of international re
RCM,RCONMQ52,Estimated number of international re
RCE,RCONMT87,"Fully insured, affiliate sweep depos"
RCEI,RCONMT88,"Fully insured, affiliate, retail swe"
RCE,RCONMT89,"Not fully insured, affiliate sweep d"
RCEI,RCONMT90,"Not fully insured, affiliate, retail"
RCE,RCONMT91,"Fully insured, non-affiliate sweep d"
RCEI,RCONMT92,"Fully insured, non-affiliate, retail"
RCE,RCONMT93,"Not fully insured, non-affiliate swe"
RCEI,RCONMT94,"Not fully insured, non-affiliate, re"
RCE,RCONMT95,Designated exception sweep deposit
RCO,RCONMW53,Applicable portion of the CECL trans
RCO,RCONN001,2YR PRB DFLT 1-4 FM JNR LN 16-18 PCT
RCO,RCONN002,2YR PRB DFLT 1-4 FM JNR LN 18-20 PCT
RCO,RCONN003,2YR PRB DFLT 1-4 FM JNR LN 20-22 PCT
RCO,RCONN004,2YR PRB DFLT 1-4 FM JNR LN 22-26 PCT
RCO,RCONN005,2YR PRB DFLT 1-4 FM JNR LN 26-30 PCT
RCO,RCONN006,2YR PRB DFLT 1-4 FM JNR LN GT 30 PCT
RCO,RCONN007,2YR PRB DFLT 1-4 FM JNR LN UNSCORE
RCO,RCONN008,2YR PRB DFLT 1-4 FM JNR LN TOTAL
RCO,RCONN009,2YR PRB DFLT 1-4 FM JNR LN PD DRVED
RCO,RCONN010,2YR PRB DFLT RV 1-4 FM LN LE 1 PCT
RCO,RCONN011,2YR PRB DFLT RV 1-4 FM LN 1-4 PCT
RCO,RCONN012,2YR PRB DFLT RV 1-4 FM LN 4-7 PCT
RCO,RCONN013,2YR PRB DFLT RV 1-4 FM LN 7-10 PCT
RCO,RCONN014,2YR PRB DFLT RV 1-4 FM LN 10-14 PCT
RCO,RCONN015,2YR PRB DFLT RV 1-4 FM LN 14-16 PCT
RCO,RCONN016,2YR PRB DFLT RV 1-4 FM LN 16-18 PCT
RCO,RCONN017,2YR PRB DFLT RV 1-4 FM LN 18-20 PCT
RCO,RCONN018,2YR PRB DFLT RV 1-4 FM LN 20-22 PCT
RCO,RCONN019,2YR PRB DFLT RV 1-4 FM LN 22-26 PCT
RCO,RCONN020,2YR PRB DFLT RV 1-4 FM LN 26-30 PCT
RCO,RCONN021,2YR PRB DFLT RV 1-4 FM LN GT 30 PCT
RCO,RCONN022,2YR PRB DFLT RV 1-4 FM LN UNSCORE
RCO,RCONN023,2YR PRB DFLT RV 1-4 FM LN TOTAL
RCO,RCONN024,2YR PRB DFLT RV 1-4 FM LN PD DRVED
RCO,RCONN025,NONTRAD 1-4 FAM RESD LOANS
RCO,RCONN026,SEC  NONTRAD 1-4 FAM RESD LOANS
RCO,RCONN027,HIGHER RISK CONSUMER LNS
RCO,RCONN028,SEC HIGHER RISK CONSUMER LNSS
RCO,RCONN029,HIGHER RISK C&I LOANS
RCO,RCONN030,SEC HIGHER RISK C&I LOANS
RCO,RCONN040,2YR PRB DFLT CRDT CRD LN  LE 1 PCT
RCO,RCONN041,2YR PRB DFLT CREDIT CARD LN  1-4 PCT
RCO,RCONN042,2YR PRB DFLT CREDIT CARD LN  4-7 PCT
RCO,RCONN043,2YR PRB DFLT CRDT CRD LN  7-10 PCT
RCO,RCONN044,2YR PRB DFLT CRDT CRD LN  10-14 PCT
RCO,RCONN045,2YR PRB DFLT CRDT CRD LN  14-16 PCT
RCO,RCONN046,2YR PRB DFLT CRDT CRD LN  16-18 PCT
RCO,RCONN047,2YR PRB DFLT CRDT CRD LN  18-20 PCT
RCO,RCONN048,2YR PRB DFLT CRDT CRD LN  20-22 PCT
RCO,RCONN049,2YR PRB DFLT CRDT CRD LN  22-26 PCT
RCO,RCONN050,2YR PRB DFLT CRDT CRD LN  26-30 PCT
RCO,RCONN051,2YR PRB DFLT CRDT CRD LN  GT 30 PCT
RCO,RCONN052,2YR PRB DFLT CRDT CRD LN  GT UNSCORE
RCO,RCONN053,2YR PRB DFLT CREDIT CARD LN  TOTAL
RCO,RCONN054,2YR PRB DFLT CRDT CRD LN  PD DRVED
RCO,RCONN055,2YR PRB DFLT AUTO LN LE 1 PCT
RCO,RCONN056,2YR PRB DFLT AUTO LN 1-4 PCT
RCO,RCONN057,2YR PRB DFLT AUTO LN 4-7 PCT
RCO,RCONN058,2YR PRB DFLT AUTO LN 7-10 PCT
RCO,RCONN059,2YR PRB DFLT AUTO LN 10-14 PCT
RCO,RCONN060,2YR PRB DFLT AUTO LN 14-16 PCT
RCO,RCONN061,2YR PRB DFLT AUTO LN 16-18 PCT
RCO,RCONN062,2YR PRB DFLT AUTO LN 18-20 PCT
RCO,RCONN063,2YR PRB DFLT AUTO LN 20-22 PCT
RCO,RCONN064,2 YR PRB DEFAULT AUTO LN 22-26 PCT
RCO,RCONN065,2 YR PRB DEFAULT AUTO LN 26-30 PCT
RCO,RCONN066,2 YR PRB DEFAULT AUTO LN GT 30 PCT
RCO,RCONN067,2 YR PRB DEFAULT AUTO LN UNSCOREABLE
RCO,RCONN068,2 YR PRB DEFAULT AUTO LN TOTAL
RCO,RCONN069,2 YR PRB DEFAULT AUTO LN  PDS DERVD
RCO,RCONN070,2 YR PRB DEFLT STUDENT LN LE 1 PCT
RCO,RCONN071,2 YR PRB DEFLT STUDENT LN 1-4 PCT
RCO,RCONN072,2 YR PRB DEFLT STUDENT LN 4-7 PCT
RCO,RCONN073,2 YR PRB DEFLT STUDENT LN 7-10 PCT
RCO,RCONN074,2 YR PRB DEFLT STUDENT LN 10-14 PCT
RCO,RCONN075,2 YR PRB DEFLT STUDENT LN 14-16 PCT
RCO,RCONN076,2 YR PRB DEFLT STUDENT LN 16-18 PCT
RCO,RCONN077,2 YR PRB DEFLT STUDENT LN 18-20 PCT
RCO,RCONN078,2 YR PRB DEFLT STUDENT LN 20-22 PCT
RCO,RCONN079,2 YR PRB DEFLT STUDENT LN 22-26 PCT
RCO,RCONN080,2 YR PRB DEFLT STUDENT LN 26-30 PCT
RCO,RCONN081,2 YR PRB DEFLT STUDENT LN GT 30 PCT
RCO,RCONN082,2 YR PRB DEFLT STUDENT LN UNSCORE
RCO,RCONN083,2 YR PRB DEFLT STUDENT LN TOTAL
RCO,RCONN084,2 YR PRB DEFLT STUDENT LN DRVED
RCO,RCONN085,2YR PRB DFLT OTH CNS LN  LE 1 PCT
RCO,RCONN086,2YR PRB DFLT OTH CNS LN  1-4 PCT
RCO,RCONN087,2YR PRB DFLT OTH CNS LN  4-7 PCT
RCO,RCONN088,2YR PRB DFLT OTH CNS LN  7-10 PCT
RCO,RCONN089,2YR PRB DFLT OTH CNS LN  10-14 PCT
RCO,RCONN090,2YR PRB DFLT OTH CNS LN  14-16 PCT
RCO,RCONN091,2YR PRB DFLT OTH CNS LN  16-18 PCT
RCO,RCONN092,2YR PRB DFLT OTH CNS LN  18-20 PCT
RCO,RCONN093,2YR PRB DFLT OTH CNS LN  20-22 PCT
RCO,RCONN094,2YR PRB DFLT OTH CNS LN  22-26 PCT
RCO,RCONN095,2YR PRB DFLT OTH CNS LN  26-30 PCT
RCO,RCONN096,2YR PRB DFLT OTH CNS LN  GT 30 PCT
RCO,RCONN097,2YR PRB DFLT OTH CNS LN  UNSCOREBLE
RCO,RCONN098,2YR PRB DFLT OTH CNS LN  TOTAL
RCO,RCONN099,2YR PRB DFLT OTH CNS LN PD DRVED
RCO,RCONN100,2YR PRB DFLT CONS LEASES  LE 1 PCT
RCO,RCONN101,2YR PRB DFLT CONS LEASES  1-4 PCT
RCO,RCONN102,2YR PRB DFLT CONS LEASES  4-7 PCT
RCO,RCONN103,2YR PRB DFLT CONS LEASES 7-10 PCT
RCO,RCONN104,2YR PRB DFLT CONS LEASES 10-14 PCT
RCO,RCONN105,2YR PRB DFLT CONS LEASES 14-16 PCT
RCO,RCONN106,2YR PRB DFLT CONS LEASES 16-18 PCT
RCO,RCONN107,2YR PRB DFLT CONS LEASES 18-20 PCT
RCO,RCONN108,2YR PRB DFLT CONS LEASES 20-22 PCT
RCO,RCONN109,2YR PRB DFLT CONS LEASES 22-26 PCT
RCO,RCONN110,2YR PRB DFLT CONS LEASES 26-30 PCT
RCO,RCONN111,2YR PRB DFLT CONS LEASES GT 30 PCT
RCO,RCONN112,2YR PRB DFLT CONS LEASES UNSCOREABLE
RCO,RCONN113,2YR PRB DFLT CONS LEASES TOTAL
RCO,RCONN114,2YR PRB DFLT CONS LEASES PD DERVD
RCO,RCONN115,2YR PRB DFLT TOTAL LN  LE 1 PCT
RCO,RCONN116,2YR PRB DFLT TOTAL LN  1-4 PCT
RCO,RCONN117,2YR PRB DFLT TOTAL LN  4-7 PCT
RCO,RCONN118,2YR PRB DFLT TOTAL LN  7-10 PCT
RCO,RCONN119,2YR PRB DFLT TOTAL LN  10-14 PCT
RCO,RCONN120,2YR PRB DFLT TOTAL LN  14-16 PCT
RCO,RCONN121,2YR PRB DFLT TOTAL LN  16-18 PCT
RCO,RCONN122,2YR PRB DFLT TOTAL LN  18-20 PCT
RCO,RCONN123,2YR PRB DFLT TOTAL LN  20-22 PCT
RCO,RCONN124,2YR PRB DFLT TOTAL LN  22-26 PCT
RCO,RCONN125,2YR PRB DFLT TOTAL LN  26-30 PCT
RCO,RCONN126,2YR PRB DFLT TOTAL LN  GT 30 PCT
RCO,RCONN127,2YR PRB DFLT TOTAL LN UNSCOREABLE
RCO,RCONN128,2YR PRB DFLT TOTAL LN TOTAL
RCO,RCONN177,CNST LND DEV OTHR FUND GRNT US GOVT
RCO,RCONN178,US GRN LNS SEC MLTFM RES AND NONRES
RCO,RCONN179,US GRN LNS SEC FRST LNS 1-4 RES PRPT
RCO,RCONN180,US GRN LNS SEC JR LIENS 1-4 FM RESD
RCO,RCONN181,US GRN LNS SEC COMM AND INDUST LNS
RCO,RCONN182,US GRN LNS SEC CC LNS TO IND HLD FAM
RCO,RCONN183,US GRN LNS ALL OTHER LOANS
RCM,RCONN512,REMIT TRSFR MECH ABRD 2012 INTL WIRE
RCM,RCONN514,REMIT TRSFR MECH ABRD 2012 INTL ACH
RCM,RCONN515,REMIT TRSFR MECH  ABRD 2012 OTR INST
RCM,RCONN516,REMIT TRSFR MECH ABRD 2012 OTR PARTY
RCM,RCONN517,RMT TRSFR MECH ABRD RPT DT INTL WIRE
RCM,RCONN518,RMT TRSFR MECH ABRD RPT DT INTL ACH
RCM,RCONN519,RMT TRSFR MECH ABRD RPT DT OTR INST
RCM,RCONN520,RMT TRSFR MECH ABRD RPT DT OTR PRTY
RCM,RCONN521,MECH16A(2) LRGST NUM DEC312013 AFTR
RCM,RCONN522,MECH16A(2) LRGST NUM DEC312013 AFTR
RCM,RCONN523,EST NUMBER OF REMITTANCE TRANSFERS
RCM,RCONN524,EST DOLLAR OF REMITTANCE TRANSFERS
RCM,RCONN527,EST NM RMT TRNS INST APPLD TMP EXCPT
RCE,RCONP752,OFFR CONSUM DEP ACT INDIV HSHLD FMLY
RCE,RCONP753,NONINTR TRN ACCTS INDIV HSHLD FMLY
RCE,RCONP754,INTR TRN ACCTS INDIV HSHLD FMLY
RCE,RCONP755,DEP OTHR TRNS ACCTS INDV PRTNRS CRPS
RCE,RCONP756,MMDA DEPS PRIMRLY INDIV HSHLD FAMLY
RCE,RCONP757,OTHR MMDA INDIV PRTNRS CORPS
RCE,RCONP758,OTHR SVGS DEPS IND HSHLD FAMILY USE
RCE,RCONP759,OTHR SVGS DEPS IND PRTNRS AND CORPS
RCCI,RCONPR04,Reverse mortgages outstanding that a
RCCI,RCONPR05,Estimated number of reverse mortgage
RCCI,RCONPR06,Principal amount of reverse mortgage
RCB,RCONPU98,Structured financial products guaran
RCB,RCONPU99,Structured financial products guaran
RCB,RCONPV00,Structured financial products guaran
RCB,RCONPV01,Structured financial products guaran
RCCI,RCONPV05,Loans to mortgage credit intermediar
RCCI,RCONPV06,Loans to business credit intermediar
RCCI,RCONPV07,Loans to private equity funds -- Con
RCCI,RCONPV08,Loans to consumer credit intermediar
RCCI,RCONPV09,Other loans to nondepository financi
RCL,RCONPV10,Loans to depository financial instit
RCL,RCONPV11,Loans to nondepository financial ins
RCL,RCONPV12,Loans to mortgage credit intermediar
RCL,RCONPV13,Loans to business credit intermediar
RCL,RCONPV14,Loans to private equity fund
RCL,RCONPV15,Loans to consumer credit intermediar
RCL,RCONPV16,Other loans to nondepository financi
RCN,RCONPV23,Loans to mortgage credit intermediar
RCN,RCONPV24,Loans to business credit intermediar
RCN,RCONPV25,Loans to private equity funds -- Dom
RCRII,RCONS396,CASH AND BALANCERTED IN COLUMN A
RCRII,RCONS397,CASH AND BALANCE WEIGHT CATEGORY
RCRII,RCONS398,CASH AND BALANCE WEIGHT CATEGORY
RCRII,RCONS399,HELD-TO-MATURITYRTED IN COLUMN A
RCRII,RCONS400,HELD-TO-MATURITY WEIGHT CATEGORY
RCRII,RCONS402,AVAILABLE-FOR-SARTED IN COLUMN A
RCRII,RCONS403,AVAILABLE-FOR-SA WEIGHT CATEGORY
RCRII,RCONS405,TOTAL AVAILABLE-FOR-SALE SECURITIES
RCRII,RCONS406,TOTAL AVAILABLE-FOR-SALE SECURITIES
RCRII,RCONS410,FEDERAL FUNDS SOLD
RCRII,RCONS411,FEDERAL FUNDS SOLD
RCRII,RCONS413,TOTAL LOANS AND TGAGE EXPOSURES
RCRII,RCONS414,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS415,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS416,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS417,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS419,TOTAL LOANS AND STATE EXPOSURES
RCRII,RCONS420,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS421,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS423,TOTAL LOANS AND R ON NONACCRUAL
RCRII,RCONS424,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS425,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS426,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS427,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS428,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS429,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS431,TOTAL LOANS AND OTHER EXPOSURES
RCRII,RCONS432,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS433,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS434,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS435,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS436,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS437,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS439,TOTAL LOANS AND TGAGE EXPOSURES
RCRII,RCONS440,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS441,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS442,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS443,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS445,TOTAL LOANS AND STATE EXPOSURES
RCRII,RCONS446,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS447,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS449,TOTAL LOANS AND R ON NONACCRUAL
RCRII,RCONS450,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS451,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS452,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS453,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS454,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS455,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS457,TOTAL LOANS AND OTHER EXPOSURES
RCRII,RCONS458,LOANS AND LEASESRTED IN COLUMN A
RCRII,RCONS459,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS460,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS461,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS462,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS463,LOANS AND LEASES WEIGHT CATEGORY
RCRII,RCONS466,TRADING ASSETS
RCRII,RCONS467,TRADING ASSETS
RCRII,RCONS469,ALL OTHER ASSETSRTED IN COLUMN A
RCRII,RCONS470,ALL OTHER ASSETS WEIGHT CATEGORY
RCRII,RCONS471,ALL OTHER ASSETS WEIGHT CATEGORY
RCRII,RCONS475,TOTAL ON BALANCE SCTY HTM SCTY
RCRII,RCONS476,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCONS477,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS478,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS479,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS480,TOTAL ON-BALANCE-SALE SECURITIES
RCRII,RCONS481,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCONS482,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS483,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS484,ON-BALANCE SHEETTION METHODOLOGY
RCRII,RCONS485,TOTAL ON-BALANCEDARDIZED CHARGES
RCRII,RCONS486,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCONS487,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS488,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS489,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS490,TOTAL ON-BALANCEZATION EXPOSURES
RCRII,RCONS491,ON-BALANCE SHEETRTED IN COLUMN A
RCRII,RCONS492,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS493,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS494,ON-BALANCE SHEETLCULATION METHOD
RCRII,RCONS495,TOTAL OFF-BALANCZATION EXPOSURES
RCRII,RCONS496,OFF-BALANCE SHEERTED IN COLUMN A
RCRII,RCONS497,OFF-BALANCE SHEELCULATION METHOD
RCRII,RCONS498,OFF-BALANCE SHEELCULATION METHOD
RCRII,RCONS499,OFF-BALANCE SHEELCULATION METHOD
RCRII,RCONS500,TOTAL BALANCE SHEET ASSETS - ARTED I
RCRII,RCONS503,TOTAL BALANCE SHEET ASSETS - 1 WEIGH
RCRII,RCONS504,TOTAL BALANCE SHEET ASSETS - 2 WEIGH
RCRII,RCONS505,TOTAL BALANCE SHEET ASSETS - 3 WEIGH
RCRII,RCONS506,TOTAL BALANCE SHEET ASSETS - 4 WEIGH
RCRII,RCONS507,TOTAL BALANCE SHEET ASSETS - 6 WEIGH
RCRII,RCONS510,TOTAL BALANCE SHEET ASSETS - 1 WEIGH
RCRII,RCONS511,FINANCIAL STANDB WEIGHT CATEGORY
RCRII,RCONS512,PERFORMANCE STAN WEIGHT CATEGORY
RCRII,RCONS513,COMMERCIAL AND S WEIGHT CATEGORY
RCRII,RCONS514,RETAINED RESOURC WEIGHT CATEGORY
RCRII,RCONS515,REPO-STYLE TRANS OR OTHER AMOUNT
RCRII,RCONS516,REPO-STYLE TRANSQUIVALENT AMOUNT
RCRII,RCONS517,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS518,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS519,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS520,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS521,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS522,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS523,REPO-STYLE TRANS WEIGHT CATEGORY
RCRII,RCONS524,ALL OTHER OFF- B WEIGHT CATEGORY
RCRII,RCONS525,UNUSED COMMITMEN OR OTHER AMOUNT
RCRII,RCONS526,UNUSED COMMITMENQUIVALENT AMOUNT
RCRII,RCONS527,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS528,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS529,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS530,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS531,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS539,UNUSED COMMITMEN WEIGHT CATEGORY
RCRII,RCONS540,UNCONDITIONALLY  OR OTHER AMOUNT
RCRII,RCONS541,UNCONDITIONALLY QUIVALENT AMOUNT
RCRII,RCONS542,OVER-THE-COUNTERQUIVALENT AMOUNT
RCRII,RCONS543,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS544,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS545,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS546,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS547,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS548,OVER-THE-COUNTER WEIGHT CATEGORY
RCRII,RCONS549,CENTRALLY CLEAREQUIVALENT AMOUNT
RCRII,RCONS550,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS551,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS552,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS554,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS555,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS556,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS557,CENTRALLY CLEARE WEIGHT CATEGORY
RCRII,RCONS558,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS559,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS560,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS561,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS562,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS563,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS564,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS565,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS566,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS567,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS568,"TOTAL ASSETS, DE WEIGHT CATEGORY"
RCRII,RCONS569,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS570,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS571,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS572,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS573,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS574,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS575,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS576,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS577,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS578,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS579,RISK-WEIGHTED AS WEIGHT CATEGORY
RCRII,RCONS580,RISK-WEIGHTED ASERCENT THRESHOLD
RCRII,RCONS581,STANDARDIZED MARISK CAPITAL RULE
RCRII,RCONS582,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS583,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS584,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS585,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS586,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS587,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS588,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS589,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS590,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS591,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS592,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS593,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS594,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS595,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS596,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS597,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS598,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS599,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS600,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS601,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS602,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS603,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS604,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS605,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS606,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS607,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS608,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS609,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS610,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS611,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS612,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS613,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS614,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS615,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS616,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS617,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS618,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS619,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS620,NOTIONAL PRINCIP OVER FIVE YEARS
RCRII,RCONS621,NOTIONAL PRINCIPONE YEAR OR LESS
RCRII,RCONS622,NOTIONAL PRINCIPROUGH FIVE YEARS
RCRII,RCONS623,NOTIONAL PRINCIP OVER FIVE YEARS
RCRIB,RCOW3792,TOTAL RISK-BASED CAPITAL
RCRIB,RCOW5310,ALLL INCLUDIBLE IN TIER2 CAPITAL
RCRIB,RCOW5311,TIER 2 (SUPPLEMENTARY) CAPITAL
